nombre,marca,puntuacion,informativo,cal_pequeño_y_manejable,cal_deportivo,cal_bueno_y_barato,cal_practico,cal_ecologico,cal_atractivo,lo_mejor,lo_malo
Opel Astra Sports Tourer,Opel,"3,5",Mayor eficiencia y mejores precios para el compacto alemán,1,1,3,1,2,2,"Calidad, comportamiento, equipo disponible","Estética gastada, precios sin descuentos, ancho trasero"
Jeep Compass,Jeep,"3,5","Avanzado, muy equipado y eficaz fuera del asfalto",1,1,1,1,2,2,"Capacidades off-road, exclusividad, estética","Precio elevado, calidad de algunos plásticos, motores diésel ruidosos"
SEAT Mii Electric,SEAT,"3,3",Uno de los eléctricos más baratos e interesantes,8,1,4,3,10,3,"Precio con promociones, agilidad, equipo de serie","Plazas traseras justas, homologado para cuatro"
Citroën Berlingo Multispace,Citroën,"3,5",El monovolumen para gente sin complejos,1,1,7,6,2,2,"Espacio infinito, durabilidad, equipamiento, motores eficientes","Proporciones, acabados algo toscos, aerodinámica"
Ford Puma,Ford,"3,9","Personal, atractivo y muy capaz",1,1,5,1,6,5,"Maletero amplio, equipo completo, diseño, comportamiento","Precio algo elevado, plaza trasera central justa"
SsangYong Korando,SsangYong,"3,1","Sencillo y barato, potente y bien equipado",1,1,5,8,2,2,"Motor potente, opción 4x4 y cambio automático, equipamiento de serie, precio, maletero","Diseño particular, tacto de la dirección, suspensión blanda"
Alfa Romeo Giulietta,Alfa Romeo,"2,4",Deportividad en formato compacto,1,3,1,5,2,3,"Comportamiento dinámico, sistema DNA","Calidad de algunos plásticos, equipamiento de serie"
Mitsubishi Eclipse Cross,Mitsubishi,"3,1","Diferente, dinámico y muy equipado",1,1,2,6,2,3,"Diseño, opción de tracción total, equipamiento de confort y seguridad, versatilidad","Gama muy limitada, precios algo elevados, maletero justo"
Mazda CX-3,Mazda,"3,9",La opción exótica para los que buscan un SUV pequeño,1,2,5,1,2,3,"Diseño, comportamiento, equipamiento disponible, opción de tracción total, motores eficientes","Plazas traseras justas, maletero pequeño, aspecto de algunos plásticos"
Lexus CT 200h,Lexus,"3,2","Muy equipado, híbrido y con cierto toque de exclusividad",1,1,1,5,7,3,"Silencio de marcha, eficiencia en ciudad, fiabilidad contrastada","Prestaciones pobres, tacto de conducción aburrido, precio elevado"
Skoda Superb,Skoda,"4,0",Excelente relación habitabilidad-precio para la berlina checa,1,1,5,1,2,4,"Calidad, presentación, maletero, amplitud","Dimensiones, motores pequeños algo justos"
DS 3 Crossback,DS,,,1,1,1,1,2,3,"Posibilidades de personalización, exclusividad, confort de marcha","Precio elevado para su tamaño, o tamaño muy pequeño para su precio"
Ford Fiesta ST,Ford,"3,9",Excelente comportamiento y notables prestaciones,1,5,7,1,2,2,"Comportamiento dinámico, tacto de conducción sin rival, equipamiento","Dureza de suspensión, sonoridad elevada, consumos sensibles"
Skoda Superb Combi,Skoda,"4,0",Excelente relación habitabilidad-precio para la berlina checa,1,1,5,1,2,4,"Maletero, diseño, capacidad interior","Dimensiones exteriores, motores básicos algo justos"
Peugeot 508,Peugeot,"3,8","La berlina de lujo francesa, más dinámica y atrevida que nunca",1,1,5,1,2,2,"Amplitud, calidad de terminación, comportamiento, equipamiento","Oferta inicial limitada, precios elevados, plazas traseras justas"
Peugeot 508 SW,Peugeot,"3,7",Dinámico y bonito,1,1,5,1,2,2,"Estética, calidad, presentación, equipamiento","Valor de reventa, oferta limitada"
Renault Talisman,Renault,"3,5",Elegancia y mucho equipamiento para la berlina francesa,1,1,5,7,2,2,"Diseño, equipamiento, motor BluedCi 150 CV, comportamiento","Precio algo elevado, detalles de acabado, longitud"
Mitsubishi Outlander,Mitsubishi,"3,3",Excelente relación valor-precio para un japonés muy completo,1,1,5,5,2,2,"Plataforma híbrida enchufable, disponibilidad de 7 plazas, confort y silencio de marcha, amplitud y versatilidad","Manejo de equipo multimedia, acceso a plazas auxiliares complicado, gama de motores limitada"
Mazda MX-5,Mazda,"4,4",Un excelente Roadster biplaza por la mínima inversión,4,7,7,1,2,7,"Comportamiento, sencillez de capota, motores, estética, interior, pureza del concepto","Interior justo, sonoridad elevada, maletero pequeño"
Peugeot 5008,Peugeot,"3,5",Un interesante crossover con siete plazas y mucho espacio,1,1,5,1,2,3,"Diseño interior y exterior, calidad de construcción, espacio interior","Precio de las opciones, sólo disponible en 4x2"
Honda HR-V,Honda,"3,5",Calidad y equipamiento son virtudes del nuevo HR-V,1,1,5,6,2,3,"Espacio interior muy generoso, maletero, practicidad y versatilidad","Diseño extraño, interior algo pobre, gama de motores muy limitada"
Renault Talisman Sport Tourer,Renault,"3,5",Elegancia y mucho equipamiento para el familiar francés,1,1,5,7,2,3,"Maletero, diseño, posibilidades de equipamiento","Detalles de acabado, precio en las versiones medio-altas"
Hyundai Ioniq EV,Hyundai,,,1,1,5,1,10,3,"Espacio interior, silencio de marcha, precio similar al híbrido enchufable","Calidad de algunos plásticos, tamaño excesivo para ciudad"
SsangYong Rexton,SsangYong,"3,0",Excelente relación equipamiento-precio para el todoterreno surcoreano.,1,1,7,4,2,2,"Posibilidad de 7 plazas, estética, presentación, equipamiento, relación valor-precio","Equipamiento cerrado, consumos sensibles, oferta mecánica limitada"
Kia Xceed PHEV,Kia,,,1,1,4,1,8,4,,
Ford Mondeo Sportbreak,Ford,"3,6","Un enorme familiar, económico, bien construido y muy capaz",1,1,5,1,2,2,"Dinámica de conducción muy lograda, espacio interior, confort de marcha","Dimensiones exteriores generosas, percepción de calidad de algunos plásticos"
Opel Insignia Sports Tourer,Opel,"3,4",Un familiar dinámico y pretensiones semi-premium,1,1,5,1,2,3,"Amplitud, maletero, calidad de terminación, comportamiento","Equipamiento de serie, precios sin promociones, tamaño"
Renault ZOE EV,Renault,"4,0",El vehículo ideal para los que se mueven casi en su totalidad por ciudad,1,1,5,1,10,4,"Diseño exclusivo, precio en relación a los rivales, autonomía","Precio sin alquiler de batería no tan competitivo, aspecto de algunos plásticos"
Cupra Formentor,Cupra,"4,0",Exclusividad y diseño en formato compacto,1,3,6,1,1,4,"Diseño, comportamiento, etiqueta CERO, versión PHEV","Precio elevado, detalles de acabado"
Honda CR-V HEV,Honda,"3,7",Único en su especie por su sistema híbrido,1,1,5,1,7,5,"Tacto de coche eléctrico, espacio interior, versatilidad, calidad de rodadura, acabados","Precio algo elevado, imposibilidad de llevar 7 plazas"
Nissan Leaf,Nissan,"3,4","Más tecnológico y con mayor autonomía, el Leaf 2.0 es más interesante",1,1,5,1,10,3,"Silencio de marcha, espacio interior, autonomía, equipamiento","Calidad de algunos plásticos, precio sin ayudas, tiempo de recarga"
Volkswagen T-Roc Cabrio,Volkswagen,,,1,1,1,1,1,4,,
Kia e-Niro,Kia,,,1,1,5,1,10,3,"Autonomía elevada, formato práctico urbano y familiar","Precio elevado, como todos los eléctricos"
Jeep Renegade PHEV,Jeep,,,1,1,1,5,8,3,,
BMW Serie 2 Gran Coupé,BMW,,,1,3,1,1,1,7,,
Mitsubishi Outlander PHEV,Mitsubishi,,,1,1,1,7,8,2,"Relación prestaciones / calidad / precio, autonomía eléctrica, etiqueta CERO, amplitud","Diseño algo desfasado, prestaciones justas"
Lexus IS,Lexus,"3,4","La alternativa japonesa e híbrida a los diésel de Mercedes, BMW y Audi",1,3,1,5,7,4,"Estética diferenciada, exclusividad, diseño interior y exterior","Suspensión muy firme, tacto de dirección poco comunicativo, sensación prestacional decepcionante"
Hyundai i30 N Fastback,Hyundai,,,1,6,5,5,1,3,"Comportamiento, prestaciones, practicidad real, originalidad","Los modos de suspensión más firmes son poco utilizables fuera de circuito, acceso al maletero"
Hyundai i30 N,Hyundai,"4,0","Ve a por el más potente, con diferencial activo y un plus de prestaciones",1,6,5,5,1,3,"Dinámica, opciones de configuración, prestaciones, usabilidad, espacio interior","Maletero algo justo, modo de suspensión Sport+ sólo apto para circuito, consumo elevado"
Skoda Scout,Skoda,"3,6",El Scout es una versión elevada del Octavia Combi,1,1,5,1,2,3,"Gama de motores, comportamiento, versatilidad, espacio interior y maletero",Diseño muy gris en general
Volvo S60,Volvo,"4,2",El primer Volvo actual sin motor diesel,1,1,1,1,2,5,"Diseño interior y exterior, seguridad, exclusividad","Sin diesel, precio elevado"
Skoda Octavia RS,Skoda,,,1,5,3,1,1,3,"Espacio interior, maletero, practicidad real, comportamiento, prestaciones, tacto al volante",Seguimos buscando
Jeep Compass PHEV,Jeep,,,1,1,1,6,8,3,,
Kia Stinger,Kia,"4,1",Diseño y completo equipamiento son sus principales virtudes,1,5,4,6,1,4,"Presentación, diseño, acabados, equipamiento, portón trasero","Maletero pequeño, altura plazas traseras, sin faros LED o xenón en los acabados básicos"
Volkswagen Arteon,Volkswagen,"3,9",Diseño y equipamiento a precios razonables,1,4,2,1,2,5,"Diseño, equipamiento, calidad de terminación, maletero","Altura en plazas traseras, gama limitada, opciones caras"
Jeep Cherokee,Jeep,,,1,1,1,1,2,2,,
BMW Serie 4 Gran Coupé,BMW,,,1,4,1,6,2,5,,
BMW Serie 3 Gran Turismo,BMW,"3,1","Todo lo bueno del Serie 3 en formato 5 puertas, más práctico pero también más feo que la berlina",1,3,1,8,2,2,"Espacio interior, tacto de conducción, gama de motores","Precio elevado, estética de proporciones extrañas, interior clásico"
BMW Serie 2 Cabrio,BMW,,,1,4,1,1,2,3,"Mecánicas, estética, calidad general","Plazas traseras para palos de golf, maletero poco accesible sin capota, precio elevado"
Alfa Romeo Stelvio,Alfa Romeo,"3,8",Deportividad y diseño destacan en el nuevo Stelvio de Alfa Romeo,1,5,1,7,1,6,"Diseño, comportamiento dinámico, oferta mecánica variada","Equipamiento de serie justo, precio elevado, calidad de algunos plásticos"
BMW i3,BMW,"3,5","Lo mejor de lo mejor en eléctricos, si puedes vivir con un eléctrico",1,1,1,1,10,4,"El futuro hecho presente, diseño vanguardista, calidad de acabados, exclusividad, prestaciones fulgurantes","Precio elevado, acceso a plazas traseras peculiar, maletero justo"
Mazda MX-5 RF,Mazda,,,4,7,6,1,2,7,"Dinámica, tacto de dirección y cambio, interior soberbio, calidad de construcción, precio","Ruidos aerodinámicos con el techo cerrado, experiencia a cielo abierto ""incompleta"""
Skoda Octavia Combi RS,Skoda,,,1,5,5,1,2,3,,
Toyota Land Cruiser,Toyota,"3,9","Un auténtico y genuino todoterreno. En Toyota dicen que ""si cabe, pasa""",1,1,1,1,1,2,"Capacidad todoterreno, robustez general, durabilidad","Precio elevado, interior anodino, comportamiento en carretera"
Mercedes GLB,Mercedes-Benz,"3,6",La opción ideal si buscas un siete plazas de Mercedes,1,1,1,1,2,5,"Equipamiento disponible, hasta siete asientos, comportamiento","Precio elevado, opciones caras, maletero con siete asientos en uso justo"
Cupra León,Cupra,"4,2",La opción compacta más dinámica y llamativa,1,6,1,1,1,3,"Gama de motores, equipamiento disponible","Precios altos, detalles de acabado"
Honda Civic Type R,Honda,,,1,7,3,1,1,5,"Tacto de conducción, sonido, experiencia deportiva envolvente, comportamiento, motor, cambio, compromiso con el confort",Estética no apta para todos los públicos
Cupra León Sportstourer,Cupra,"4,3","Práctico, capaz y versátil sin perder la deportividad",1,6,1,1,1,4,"Maletero, versatilidad, amplitud, prestaciones","Precio elevado, detalles de acabado"
Skoda Superb PHEV,Skoda,,,1,1,5,1,8,4,,
Audi TT,Audi,"3,9",Probablemente el mejor TT de la historia.,1,5,1,1,2,6,"Diseño interior de vanguardia, calidad de construcción","Su comportamiento no es el de un 718, pero casi"
Audi TT Roadster,Audi,"3,9","El mejor interior del mercado, con envoltorio moderno y atractivo",1,6,1,1,1,6,"Interior espectacular, calidad de construcción, tecnología","El comportamiento no es el de un Boxter, pero casi"
Mercedes Clase C Coupé,Mercedes-Benz,"3,8",La segunda generación es más expresiva y atractiva que nunca,1,4,1,1,2,5,"Diseño interior y exterior, aerodinámica, exclusividad","Suspensión demasiado firme, calidad de plásticos y ajustes mejorable, motores diésel ruidosos"
BMW Z4,BMW,,,1,6,1,1,2,6,,
Jeep Wrangler,Jeep,"3,9",Caro pero muy llamativo y con un estilo retro inconfundible,1,1,1,1,1,5,"Aptitudes off-road, equipamiento, motores solventes","Gasto de combustible, amplitud en 3 puertas, maletero pequeño, precio"
Volkswagen Passat AllTrack,Volkswagen,,,1,1,1,1,2,4,"Diseño, calidad de construcción, espacio interior, equipamiento completísimo, maletero","Precio muy elevado, difícil de aparcar por su longitud, tracción total no permanente"
Jeep Grand Cherokee,Jeep,,,1,1,1,7,1,3,"Capacidades todoterreno, precio, estética americana","Calidad de acabados, peso elevado, comportamiento en carretera, tren trasero sobrevirador, diseño obsoleto"
BMW Serie 3 Hybrid PHEV,BMW,,,1,3,1,1,8,3,,
Audi S3 Sedán,Audi,,,1,5,1,1,1,5,,
Land Rover Defender 90,Land Rover,,,1,1,1,1,1,6,,
Mercedes Clase C Estate PHEV,Mercedes-Benz,,,1,2,1,1,8,4,,
Volvo V60 PHEV,Volvo,,,1,1,1,1,8,3,"Diseño, calidades, confort de marcha, asientos","Maletero algo justo para su tamaño, peso y consumo elevados, precio muy caro"
Tesla Model Y,Tesla,"3,6",Un caramelito para los early-adopters,1,5,1,1,10,5,"Prestaciones, autonomía","Calidad general baja, manejo de la pantalla central como único cuadro de mandos y centro de control"
Volvo XC90,Volvo,"4,4",La actual generación del XC90 presume de motores frugales y de sus siete plazas,1,1,1,8,1,6,"Diseño interior y exterior, calidad de construcción, seguridad, espacio interior para 7 adultos, confort","Agilidad limitada por su tamaño, precio de opciones"
BMW Serie 5 Touring,BMW,,,1,3,1,1,2,3,,
Land Rover Defender 110,Land Rover,"4,4","Técnicamente soberbio, pero algo lejos de sus orígenes.",1,1,1,1,1,5,"Capacidades 4x4 reales, tecnología, diseño interior",No apto para puristas del Defender original
Mercedes Clase E PHEV,Mercedes-Benz,,,1,2,1,1,8,3,,
BMW Serie 6 GT MHEV,BMW,,,1,3,1,1,2,3,,
BMW Serie 5 PHEV,BMW,,,1,3,1,1,8,6,"Confort, silencio de marcha, comportamiento en ciudad","Consumo en modo gasolina, peso elevado, precio muy alto"
Porsche 718 Cayman,Porsche,,,1,6,1,1,1,7,"Comportamiento, prestaciones, diversión al volante, motor central, agilidad","Precio elevado, maletero simbólico"
Audi A7 Sportback,Audi,,,1,4,1,1,1,5,"Diseño y calidad interior, exclusividad, confort y silencio de marcha","Tacto de dirección, comportamiento poco deportivo"
Porsche 718 Boxster,Porsche,,,1,6,1,1,1,8,,
Audi A6 PHEV,Audi,,,1,2,1,1,8,3,,
Jaguar I-Pace,Jaguar,,,1,5,1,1,10,7,"Silencio de marcha, prestaciones, comportamiento, tacto al volante, amplitud y confort, pensado desde cero como coche eléctrico",El lujo tiene un precio
Audi A6 Allroad,Audi,,,1,1,1,1,1,7,"Tecnología, seguridad, estética, calidad y diseño interior","Climatizador táctil, pantallas manchadizas, precio elevado, opciones muy caras"
Volvo V90 PHEV,Volvo,,,1,1,1,7,8,7,"Confort, silencio, calidad, espacio interior, diseño general","El modo eléctrico tiene sentido en ciudad, pero un coche tan grande no. El coche tiene sentido en carretera, pero un PHEV no."
Range Rover Sport,Land Rover,,,1,2,1,1,1,5,"Precio razonable, diseño, calidades, confort de marcha, capacidades todoterreno reales","Peso excesivo, dinámica mejorable, se acerca peligrosamente al modernísimo Velar"
Volvo S90 PHEV,Volvo,,,1,2,1,6,8,5,"Comportamiento en ciudad, diseño, calidades, confort, asientos, nivel prestacional de primer orden",Lo mejorable empieza cuando se termina la energía eléctrica y se convierte en un coche de gasolina con inclinación a la bebida
Audi RS Q3,Audi,,,1,5,1,1,1,4,,
Volvo XC90 PHEV,Volvo,,,1,1,1,8,8,6,"Amplitud, diseño, confort de marcha, silencio en ciudad, calidad y acabados",El consumo de gasolina te quita las ganas de comprar un híbrido enchufable
Mercedes GLE Coupé,Mercedes-Benz,,,1,2,1,1,1,4,,
Alfa Romeo Giulia QV,Alfa Romeo,,,1,7,1,5,1,5,"Motor, comportamiento, motor, sensaciones de conducción, motor, tacto de dirección, motor...",Interior muy mejorable
Mercedes GLS,Mercedes-Benz,,,1,1,1,1,1,3,,
BMW Serie 8 Gran Coupe,BMW,,,1,7,1,1,1,7,,
Lexus LS,Lexus,"3,7","La alternativa japonesa e híbrida a las grandes berlinas de Mercedes, BMW y Audi",1,2,1,5,7,3,"Confort y silencio de marcha, eficiencia en ciudad, calidad de construcción","Precio elevado, gama mecánica limitada"
Audi RS5 Sportback,Audi,,,1,7,1,1,1,5,,
Mercedes Clase V,Mercedes-Benz,"3,6",Mucho espacio para el monovolumen grande de Mercedes,1,1,1,10,2,2,"Espacio interior bestial, posibilidad de 8 plazas individuales, confort y silencio de marcha, calidad de acabados","Sensación y sonidos de furgoneta, precio muy elevado"
Alpine A110,Alpine,"4,7","Diseño, prestaciones y tecnología se dan la mano en el nuevo A110",1,6,1,1,1,7,"Estética, exclusividad, carisma",Probablemente no tan bien construido como un Audi TT
Mercedes GLC PHEV,Mercedes-Benz,,,1,1,1,7,8,6,"Silencio de marcha, comportamiento en ciudad, etiqueta CERO","Como todo híbrido enchufable, sólo tiene sentido si vas en eléctrico de lunes a viernes y el fin de semana viajas con bastante presupuesto para gasolina"
Smart ForFour Electric Drive,smart,,,8,1,1,2,10,8,"Facilidad de conducción, agilidad entre tráfico, silencio, diseño",Autonomía muy baja para los estándares actuales
Audi RS5,Audi,,,1,7,1,1,1,6,,
Audi SQ8,Audi,,,1,6,1,1,1,6,,
Peugeot Rifter,Peugeot,"3,7",Más turismo que furgoneta,1,1,8,1,2,1,"Equipamiento disponible, ventanillas traseras eléctricas, motores eficientes, presentación, luneta practicable, espacio interior, versatilidad","Portón trasero muy grande, sonoridad en los diésel"
Toyota ProAce Van,Toyota,,,1,1,,,,,,
Lexus UX300e,Lexus,,,1,1,1,1,10,5,,
Citroën AMI EV,Citroën,,,10,1,7,1,10,5,,
Toyota Highlander,Toyota,,,1,1,5,1,7,5,,
Dacia Dokker Combi,Dacia,,,1,1,,,,,,
Ford Tourneo Courier,Ford,,,1,1,,,,,,
Opel Combo,Opel,,,1,6,,,,,,
Toyota ProAce City Van,Toyota,,,1,1,,,,,,
Renault Kangoo,Renault,,,2,6,,,,,,
Citroën Nemo,Citroën,,,4,6,,,,,,
DR3,DR,,,1,1,8,6,5,1,,
DR5 EVO,DR,,,1,1,8,6,5,1,,
DR4,DR,,,1,1,8,8,5,1,,
Renault Trafic,Renault,,,1,1,,,,,,
Ford Focus MHEV,Ford,,,1,2,7,1,6,2,,
Nissan NV300,Nissan,,,1,1,,,,,,
DR6,DR,,,1,1,8,5,5,1,,
Toyota Corolla HEV,Toyota,"3,7","Etiqueta ECO y consumos ajustados, de serie",1,1,5,1,7,2,"Calidad de terminación, equipamiento de seguridad, motor 180 CV","Cambio CVT, sin opciones de personalización"
Citroën Jumpy,Citroën,,,1,1,,,,,,
DFSK Glory 580,DFSK,,,1,1,8,1,2,1,,
Fiat Dobló,Fiat,,,1,8,,,,,,
Citroen Berlingo Furgon,Citroën,,,1,5,,,,,,
Kia Ceed Tourer PHEV,Kia,,,1,2,3,1,8,3,,
Mazda MX-30,Mazda,"3,1",Exclusividad para uso urbano,1,3,1,5,2,4,"Amplitud, materiales de calidad, diseño personal","Autonomía muy justa, precio elevado"
DFSK F5,DFSK,,,1,2,8,1,2,2,,
Toyota ProAce City Verso,Toyota,,,1,1,5,1,1,1,,
Toyota ProAce Verso,Toyota,,,1,1,,,,,,
Volkswagen Caddy,Volkswagen,,,1,1,,,,,,
Toyota Camry HEV,Toyota,,,1,1,5,1,7,1,,
Toyota GR Yaris,Toyota,,,2,5,5,1,1,2,,
Honda e,Honda,"3,6","Un urbanita eléctrico muy personal en diseño y soluciones, con una dotación sensacional. Lo malo es que la autonomía es demasiado limitada mientras que su precio, incluyendo promociones, es elevado.",1,1,1,1,10,5,"Calidad, diseño personal, equipamiento, prestaciones","Autonomía, precio alto, retrovisores por pantalla"
Peugeot 308 GTI,Peugeot,,,1,6,5,1,1,3,"Peso muy bajo, agilidad, comportamiento, tacto de conducción, practicidad real","Interior sin mandos ni botones, carrocería bitono para personas con un problema de bipolaridad"
Volkswagen ID.3,Volkswagen,,,1,2,5,1,10,6,"Prestaciones, rango de uso, equipamiento","Precio elevado, tiempo de recarga"
Audi SQ2,Audi,,,1,4,1,1,1,4,,
Hyundai NEXO Fuel Cell,Hyundai,,,1,1,1,6,10,5,"Tecnología de vanguardia, rapidez de repostaje equivalente a gasolina, uso idéntico a un eléctrico","No hay hidrolineras, por lo tanto no puedes repostar"
Audi E-Tron Sportback,Audi,,,1,3,1,1,10,6,,
Land Rover Defender 90 PHEV,Land Rover,,,1,1,1,1,8,6,,
BMW iX3,BMW,,,1,2,1,1,10,4,,
Toyota Mirai,Toyota,,,1,1,1,3,10,1,,
Audi RS4 Avant,Audi,,,1,7,1,1,1,5,,
Lexus LC Cabrio,Lexus,,,1,6,1,1,7,7,,
Audi RS Q8,Audi,,,1,6,1,1,1,6,,
Aston Martin DBX,Aston Martin,,,1,6,1,8,1,8,,
Rolls Royce Cullinan,Rolls-Royce,,,1,1,1,7,1,7,Estar por encima de todo y de todos,"Lo mismo, estar por encima de todo y de todos"
Lamborghini Aventador Roadster,Lamborghini,,,1,10,1,1,1,10,,
Porsche 911 Speedster,Porsche,,,1,8,1,1,1,8,,
DS 9,DS,,,1,2,1,1,2,3,,
Opel Combo Life,Opel,,,1,1,5,9,2,1,,
Abarth 500C,Abarth,,,1,6,1,1,2,5,"Precio accesible, sonido, diversión al volante, techo descapotable, comportamiento radical","No es cómodo, no es práctico y no tiene mucho sentido"
Hyundai H1 Travel,Hyundai,,,1,1,7,1,2,1,"Tamaño, versatilidad, capacidad de transporte",Es más un microbús que un coche
Isuzu D-Max,Isuzu,,,1,1,1,1,1,2,,
Mercedes Clase G,Mercedes-Benz,,,1,1,1,1,1,4,,
Rolls-Royce Wraith,Rolls-Royce,,,1,3,1,2,1,8,,
McLaren Super Series,McLaren,,,1,8,1,1,1,9,,
Rolls-Royce Phantom,Rolls-Royce,,,1,1,1,5,1,8,,
Rolls-Royce Phantom Coupé,Rolls-Royce,,,1,2,1,1,1,8,,
Abarth 500,Abarth,,,1,6,1,1,2,5,"Carácter, pureza del concepto, diversión al volante",Todo lo demás es un dolor de muelas
Ford Ranger,Ford,,,1,1,1,1,1,2,"Estética atractiva, existencia de la versión Raptor, capacidad de carga","Ausencia de diferencial central, rebotes de la suspensión trasera"
Opel Zafira Life,Opel,,,1,1,5,1,2,1,,
Citroën SpaceTourer,Citroën,"3,1",No encontrarás más capacidad de transporte de pasajeros y equipaje,1,1,5,1,2,1,"Volumen interior de salón-comedor, durabilidad",Estética y aerodinámica de furgoneta
DS3 Crossback BEV,DS,,,1,1,1,1,10,3,"Estilo diferenciado, detalles estéticos","Precio muy elevado, espacio interior de utilitario"
Ford Mondeo HEV,Ford,,,1,1,5,1,7,2,,
Peugeot Traveller,Peugeot,"3,1",Espacio y versatilidad con acabados casi de turismo,1,1,5,1,2,1,"Volumen interior bestial, capacidad de maletero, durabilidad","Es una furgoneta, con todas sus consecuencias en comportamiento, aerodinámica y ecos interiores"
Subaru Forester HEV,Subaru,,,1,1,1,7,7,2,,
Jaguar XE,Jaguar,,,1,3,1,1,2,5,,
DS7 Crossback PHEV,DS,,,1,1,1,1,8,3,"Equipamiento, relación precio/producto, silencio y confort de marcha, amplitud, prestaciones sobresalientes",El lastre de llevar dos sistemas de propulsión completos
Suzuki Across PHEV,Suzuki,,,1,1,2,1,8,2,,
Volkswagen Arteon Shooting Brake,Volkswagen,,,1,1,1,1,2,5,,
Mercedes-AMG GLA,Mercedes-Benz,,,1,5,4,1,2,4,,
Ford Explorer PHEV,Ford,,,1,1,6,1,8,3,,
Mercedes EQV,Mercedes-Benz,,,1,1,1,1,10,5,,
BMW Serie 7 PHEV,BMW,,,1,3,1,1,8,4,"Silencio de marcha, confort general, comportamiento en tráfico lento, equipamiento, seguridad",¿Quién se lo puede permitir?
Mercedes Clase S PHEV,Mercedes-Benz,,,1,1,1,4,8,6,"Referencia absoluta entre las berlinas de representación por confort, calidad, seguridad y tecnología","El precio, amigos, el precio es lo único mejorable"
BMW M8 Cabrio,BMW,,,1,8,1,1,1,7,,
Lexus LC,Lexus,,,1,8,1,1,1,8,,
BMW Serie 8 Cabrio,BMW,,,1,8,1,1,1,8,,
Aston Martin Vantage Volante,Aston Martin,,,1,8,1,1,1,8,,
Bentley Continental GT,Bentley,"4,0",El Continental GT es el modelo de mayor éxito de la firma en España,1,7,1,1,1,8,"Exclusividad, estética única, confort de marcha","Penúltima tecnología, comportamiento en curva digno de un barco de mercancías, peso excesivo, precio desorbitado"
Aston Martin DB9 Volante,Aston Martin,,,1,8,1,1,1,8,,
Aston Martin DB11 Volante,Aston Martin,,,1,8,1,1,1,10,,
Bentley Continental GTC,Bentley,"4,0",El Continental GTC es uno de los modelos más deseados por la mayoría de los mortales. Circular sin capota es sensacional,1,7,1,1,1,8,"Estética, exclusividad, confort general","Peso excesivo, tendencia pertinaz a seguir en línea recta en curvas, precio muy elevado"
Ferrari GTC4 Lusso,Ferrari,,,1,9,1,1,1,9,"Practicidad real, prestaciones, sonido del motor, comportamiento, exclusividad",Precio inasumible
Aston Martin Vanquish,Aston Martin,,,1,8,1,1,1,8,,
Rolls-Royce Ghost,Rolls-Royce,,,1,2,1,5,1,8,,
Bentley Mulsanne,Bentley,"4,0","La berlina más cara y representativa de Bentley. Máximo lujo en 5,6 metros",1,3,1,5,1,8,"Empaque, estética única, confort y silencio de marcha, exclusividad","Peso excesivo, precio desorbitado, consumo estratosférico"
Rolls-Royce Phantom Drophead Coupé,Rolls-Royce,,,1,2,1,1,1,8,,
SsangYong Tívoli,SsangYong,"3,2",El Tívoli presume de una buena relación espacio-equipamiento-precio,1,1,5,6,2,3,"Amplitud, equipamiento completo, maletero, motor diésel","Estética muy personal, aspecto de algunos plásticos"
Nissan NP300 Navara,Nissan,,,1,1,1,1,1,2,"Precio razonable, dureza general, interior logrado","Ausencia de diferencial central, sobriedad"
Renault Twingo EV,Renault,,,1,1,5,1,10,4,,
Honda Jazz HEV,Honda,,,4,1,1,5,7,2,,
Subaru Impreza,Subaru,"3,2",La alternativa compacta más exótica,1,2,4,5,2,2,"Tracción total, equipo de serie, confort, comportamiento, nivel de seguridad extraordinario","Solo gasolina, solo automático, equipamiento cerrado"
MINI Clubman,MINI,"3,6","Seis puertas, cinco plazas y más amplitud",1,2,1,1,2,5,"Exclusividad, diseño en general, tacto de conducción, gama de motores","Precio elevado, maletero justo, puertas posteriores poco prácticas"
Suzuki Vitara MHEV,Suzuki,"3,3",Los motores de bajo consumo y su espacioso habitáculo lo hacen muy apetecible frente a sus rivales ,1,1,5,5,2,2,"Gama amplia, con opción de tracción total, cambio automático e incluso de doble embrague. Bien equipado, amplio, con buenas aptitudes camperas","Presentación y calidad de algunos plásticos, niveles de equipamiento cerrados, precios por encima de la media"
Smart ForTwo Electric Drive,smart,,,10,1,1,1,10,8,"Facilidad de aparcamiento, conducción urbana, economía de mantenimiento",Precio elevado para un biplaza eléctrico
Kia ProCeed,Kia,,,1,3,5,7,2,3,,
Mitsubishi L200,Mitsubishi,,,1,1,1,1,1,2,"Diferencial central, diseño atractivo, medidas más compactas que la media del segmento",Pérdidas de tracción al circular en 4x2 sin carga
Kia Ceed GT,Kia,,,1,6,5,5,1,3,,
Renault Koleos,Renault,"3,0",Muchas posibilidades de equipamiento y diseño llamativo destacan,1,1,1,1,2,2,"Espacio interior, precio ajustado, equipo completo","Detalles de calidad mejorables, se da de bruces con su hermano el Espace... y pierde"
Kia ProCeed MHEV,Kia,,,1,3,5,1,6,4,,
