nombre,marca,puntuacion,informativo,cal_pequeño_y_manejable,cal_deportivo,cal_bueno_y_barato,cal_practico,cal_ecologico,cal_atractivo,lo_mejor,lo_malo
 Citroën Berlingo Multispace ,,"3,5",,1,1,7,6,2,2,"Espacio infinito, durabilidad, equipamiento, motores eficientes","Proporciones, acabados algo toscos, aerodinámica"
 Alfa Romeo Giulietta ,,"2,4"," «Un veterano entre los compactos, aún así el Alfa Romeo Guilietta goza de un diseño atractivo e interesantes ofertas que lo convierten en buena opción de compra. Motores diésel sobradamente contrastados y una destacable opción a GLP le confieren buenos argumentos.» ",1,3,1,5,2,3,"Comportamiento dinámico, sistema DNA","Calidad de algunos plásticos, equipamiento de serie, tecnología"
 Lexus CT 200h ,,"3,2",,1,1,1,5,7,3,"Silencio de marcha, eficiencia en ciudad, fiabilidad contrastada","Prestaciones pobres, precio elevado"
 MINI Cabrio ,,"3,8",,5,4,1,1,2,6,"Tacto de conducción, estética en general","Plazas traseras simbólicas, maletero justo, precio elevado"
 Mitsubishi Eclipse Cross ,,"3,1",,1,1,2,6,2,3,"Diseño, opción de tracción total, equipamiento de confort y seguridad, versatilidad","Gama muy limitada, precios algo elevados, maletero justo"
 Ford Fiesta ST ,,"3,9"," «Una de las mejores opciones entre los urbanos ""GTi"". Su motor gasolina y sus asientos Recaro ofrecen un carácter racing imposible de ver en la competencia.» ",3,5,7,4,2,2,"Comportamiento dinámico, tacto de conducción sin rival, equipamiento","Dureza de suspensión, sonoridad elevada, consumos sensibles"
 Toyota Corolla Touring Sports ,,"3,7",,1,1,5,7,7,2,"Calidad de terminación, equipamiento de seguridad, motor 180 CV","Cambio CVT, sin opciones de personalización"
 Skoda Superb ,,"4,0",,1,1,5,8,2,4,"Calidad, presentación, maletero, amplitud","Dimensiones, motores pequeños algo justos"
 Nissan Leaf eléctrico ,,"3,4",,1,1,5,6,10,3,"Silencio de marcha, espacio interior, autonomía, equipamiento","Calidad de algunos plásticos, precio sin ayudas, tiempo de recarga"
 Peugeot 508 SW ,,"3,7",,1,1,5,8,2,2,"Estética, calidad, presentación, equipamiento","Valor de reventa, oferta limitada"
 Mazda MX-5 ,,"4,4",,4,7,7,1,2,7,"Comportamiento, sencillez de capota, motores, estética, interior, pureza del concepto","Interior justo, sonoridad elevada, maletero pequeño"
 Skoda Superb Combi ,,"4,0",,1,1,5,9,2,4,"Maletero, diseño, capacidad interior","Dimensiones exteriores, motores básicos algo justos"
 Renault Talisman ,,"3,5",,1,1,5,7,2,2,"Diseño, equipamiento, motor BluedCi 150 CV, comportamiento","Precio algo elevado, detalles de acabado, longitud"
 Renault Talisman Sport Tourer ,,"3,5",,1,1,5,7,2,3,"Maletero, diseño, posibilidades de equipamiento","Detalles de acabado, precio en las versiones medio-altas"
 Peugeot 5008 ,,"3,7",,1,1,5,11,2,3,"Diseño interior y exterior, calidad de construcción, espacio interior","Precio de las opciones, sólo disponible en 4x2"
 Skoda Scout ,,"3,6",,1,1,5,9,2,3,"Gama de motores, comportamiento, versatilidad, espacio interior y maletero",Diseño muy gris en general
 Hyundai Ioniq eléctrico ,,,,1,1,5,6,10,3,"Espacio interior, silencio de marcha, precio similar al híbrido enchufable","Calidad de algunos plásticos, tamaño excesivo para ciudad"
 SsangYong Rexton ,,"3,0",,1,1,7,4,2,2,"Posibilidad de 7 plazas, estética, presentación, equipamiento, relación valor-precio","Equipamiento cerrado, consumos sensibles, oferta mecánica limitada"
 DS 3 Crossback ,,,,1,1,1,5,2,3,"Posibilidades de personalización, exclusividad, confort de marcha","Precio elevado para su tamaño, o tamaño muy pequeño para su precio"
 Honda HR-V ,,"3,5",,1,1,5,6,2,3,"Espacio interior muy generoso, maletero, practicidad y versatilidad","Diseño extraño, interior algo pobre, gama de motores muy limitada"
 Kia Xceed PHEV ,,,,1,1,4,4,8,4,"Imagen diferenciada, equipamiento, etiqueta CERO de la DGT","Peso elevado, maletero reducido respecto a la variante con motor térmico"
 Ford Mondeo Sportbreak ,,"3,5",,1,1,5,8,2,2,"Dinámica de conducción muy lograda, espacio interior, confort de marcha","Dimensiones exteriores generosas, percepción de calidad de algunos plásticos"
 Mazda MX-5 RF ,,,,4,7,6,1,2,7,"Dinámica, tacto de dirección y cambio, interior soberbio, calidad de construcción, precio","Ruidos aerodinámicos con el techo cerrado, experiencia a cielo abierto ""incompleta"""
 Opel Insignia Sports Tourer ,,"3,5",,1,1,5,8,2,3,"Amplitud, maletero, calidad de terminación, comportamiento","Equipamiento de serie, precios sin promociones, tamaño"
 Renault ZOE eléctrico ,,"4,0",,2,1,5,5,10,4,"Diseño exclusivo, precio en relación a los rivales, autonomía","Precio sin alquiler de batería no tan competitivo, aspecto de algunos plásticos"
 Cupra Formentor ,,"4,1",,1,3,6,6,1,4,"Diseño, comportamiento, etiqueta CERO, versión PHEV","Precio elevado, detalles de acabado"
 Kia e-Niro eléctrico ,,,,1,1,5,6,10,3,"Autonomía elevada, formato práctico urbano y familiar","Precio elevado, como todos los eléctricos"
 Jeep Renegade PHEV ,,,,1,1,1,5,8,3,"Imagen personal, capacidades off-road, etiqueta CERO de la DGT","Autonomía eléctrica muy sensible al uso, calidad de algunos materiales, posibilidades de equipamiento reducidas"
 BMW Serie 2 Gran Coupé ,,,,1,3,1,5,1,7,,
 Lexus IS ,,"3,4",,1,3,1,5,7,4,"Estética diferenciada, exclusividad, diseño interior y exterior","Suspensión muy firme, tacto de dirección poco comunicativo, sensación prestacional decepcionante"
 Volkswagen T-Roc Cabrio ,,,,1,1,1,1,1,4,"Diseño muy bien resuelto, imagen muy personal","Peso, prestaciones, acabados algo pobres"
 Skoda Octavia Combi RS ,,,,1,5,5,9,2,3,,
 Skoda Octavia RS ,,,,1,5,3,7,1,3,"Espacio interior, maletero, practicidad real, comportamiento, prestaciones, tacto al volante",Seguimos buscando
 Volvo S60 ,,"4,2",,1,1,1,4,2,5,"Diseño interior y exterior, seguridad, exclusividad","Sin diesel, precio elevado"
 Mitsubishi Outlander PHEV ,,,,1,1,1,7,8,2,"Relación prestaciones / calidad / precio, autonomía eléctrica, etiqueta CERO, amplitud","Diseño algo desfasado, prestaciones justas"
 Hyundai i30 N Fastback ,,,,1,6,5,5,1,3,"Comportamiento, prestaciones, practicidad real, originalidad","Los modos de suspensión más firmes son poco utilizables fuera de circuito, acceso al maletero"
 Hyundai i30 N ,,"4,0",,1,6,5,5,1,3,"Dinámica, opciones de configuración, prestaciones, usabilidad, espacio interior","Maletero algo justo, modo de suspensión Sport+ sólo apto para circuito, consumo elevado"
 Jeep Compass PHEV ,,,,1,1,1,6,8,3,,
 BMW i3 eléctrico ,,"3,5",,3,1,1,3,10,4,"El futuro hecho presente, diseño vanguardista, calidad de acabados, exclusividad, prestaciones fulgurantes","Precio elevado, acceso a plazas traseras peculiar, maletero justo"
 BMW Serie 2 Cabrio ,,,,1,4,1,1,2,3,"Mecánicas, estética, calidad general","Plazas traseras para palos de golf, maletero poco accesible sin capota, precio elevado"
 Peugeot 508 PHEV ,,,,1,1,5,6,8,2,,
 Toyota Land Cruiser ,,"3,9",,1,1,1,8,1,2,"Capacidad todoterreno, robustez general, durabilidad","Precio elevado, interior anodino, comportamiento en carretera"
 Cupra León ,,"4,2",,1,6,1,4,1,3,"Gama de motores, equipamiento disponible","Precios altos, detalles de acabado"
 Mercedes GLB ,,"3,6",,1,1,1,9,2,5,"Equipamiento disponible, hasta siete asientos, comportamiento","Precio elevado, opciones caras, maletero con siete asientos en uso justo"
 Alfa Romeo Stelvio ,,"3,8",,1,5,1,7,1,6,"Diseño, comportamiento dinámico, oferta mecánica variada","Equipamiento de serie justo, precio elevado, calidad de algunos plásticos"
 Skoda Superb PHEV ,,,,1,1,5,8,8,4,,
 Volkswagen Golf PHEV ,,,,1,4,1,5,8,5,"Imagen de marca, tecnología de seguridad, etiqueta CERO","Peso, maletero más pequeño, precio"
 Audi TT ,,"3,9",,1,5,1,2,2,6,"Diseño interior de vanguardia, calidad de construcción","Su comportamiento no es el de un 718, pero casi"
 Honda Civic Type R ,,,,1,7,3,5,1,5,"Tacto de conducción, sonido, experiencia deportiva envolvente, comportamiento, motor, cambio, compromiso con el confort",Estética no apta para todos los públicos
 Volkswagen Arteon ,,"3,9",,1,4,2,7,2,5,"Diseño, equipamiento, calidad de terminación, maletero","Altura en plazas traseras, gama limitada, opciones caras"
 Mercedes Clase C Coupé ,,"3,8",,1,4,1,1,2,5,"Diseño interior y exterior, aerodinámica, exclusividad","Suspensión demasiado firme, calidad de plásticos y ajustes mejorable, motores diésel ruidosos"
 Audi TT Roadster ,,"3,9",,1,6,1,1,1,6,"Interior espectacular, calidad de construcción, tecnología","El comportamiento no es el de un Boxter, pero casi"
 BMW Z4 ,,,,1,6,1,1,2,6,"Calidad de su interior, motor de seis cilindros espectacular","Diseño muy personal, peso algo elevado"
 Mercedes GLA PHEV ,,,,1,1,1,6,8,5,"Imagen, equipamiento, eficiencia de la mecánica eléctrica","Precio muy elevado, merma en el espacio del maletero"
 Volkswagen Passat AllTrack ,,,,1,1,1,9,2,4,"Diseño, calidad de construcción, espacio interior, equipamiento completísimo, maletero","Precio muy elevado, difícil de aparcar por su longitud, tracción total no permanente"
 Jeep Wrangler ,,"3,9",,1,1,1,1,1,5,"Aptitudes off-road, equipamiento, motores solventes","Gasto de combustible, amplitud en 3 puertas, maletero pequeño, precio"
 Volvo XC90 ,,"4,4",,1,1,1,8,1,6,"Diseño interior y exterior, calidad de construcción, seguridad, espacio interior para 7 adultos, confort","Agilidad limitada por su tamaño, precio de opciones"
 BMW Serie 3 Hybrid PHEV ,,,,1,3,1,5,8,3,,
 Volvo V60 PHEV ,,,,1,1,1,8,8,3,"Diseño, calidades, confort de marcha, asientos","Maletero algo justo para su tamaño, peso y consumo elevados, precio muy caro"
 Audi S3 ,,," «El indomable. Los 300 CV más divertidos que he probado en tiempo. De no ser porque lleva la chapa de Quattro en la guantera, pensaría que es tracción trasera. Lee mi ",1,5,1,4,1,5,"Calidad de construcción, diseño del interior, prestaciones","Precio elevado, opciones caras, tacto de dirección poco comunicativo"
 Audi S3 Sedán ,,,,1,5,1,1,1,5,,
 Audi Q5 Sportback ,,,,1,3,1,7,2,5,,
 Mercedes Clase C Estate PHEV ,,,,1,2,1,5,8,4,"Imagen de marca, tecnología híbrida enchufable, etiqueta CERO","Detalles de acabado, dinámica empeorada a consecuencia del peso extra"
 Mercedes GLC Coupé ,,"3,6",,1,5,1,7,2,5,"Estética acertada, diseño y espacio interior, tacto de conducción agradable y deportivo","Maletero limitado en altura, motores diésel ruidosos, precio excesivo frente a GLC convencional"
 BMW Serie 5 Touring ,,,,1,3,1,8,2,3,,
 Land Rover Defender 90 ,,,,1,1,1,1,1,6,"Diseño, interior, capacidades off-road","Precio, remates de algunas piezas, peso"
 Tesla Model Y eléctrico ,,"3,6",,1,5,1,1,10,5,"Prestaciones, autonomía","Calidad general baja, manejo de la pantalla central como único cuadro de mandos y centro de control"
 Jaguar E-Pace PHEV ,,,,1,2,1,6,8,5,"Diseño, interior, etiqueta CERO","Precio, capacidades offroad"
 Porsche 718 Cayman ,,,,1,6,1,1,1,7,"Comportamiento, prestaciones, diversión al volante, motor central, agilidad","Precio elevado, maletero simbólico"
 BMW Serie 6 GT MHEV ,,,,1,3,1,8,2,3,,
 BMW Serie 5 PHEV ,,,,1,3,1,5,8,6,"Confort, silencio de marcha, comportamiento en ciudad","Consumo en modo gasolina, peso elevado, precio muy alto"
 Mercedes Clase E PHEV ,,,,1,2,1,4,8,3,,
 Land Rover Defender 110 MHEV ,,"4,4",,1,1,1,1,1,5,"Capacidades 4x4 reales, tecnología, diseño interior",No apto para puristas del Defender original
 Porsche 718 Boxster ,,,,1,6,1,1,1,8,"Diseño, calidad de construcción, dinámica de conducción impecable","Sonido de los motores de cuatro cilindros, espacio interior"
 Audi A7 Sportback ,,,,1,4,1,7,1,5,"Diseño y calidad interior, exclusividad, confort y silencio de marcha","Tacto de dirección, comportamiento poco deportivo"
 Volvo V90 PHEV ,,,,1,1,1,7,8,7,"Confort, silencio, calidad, espacio interior, diseño general","El modo eléctrico tiene sentido en ciudad, pero un coche tan grande no. El coche tiene sentido en carretera, pero un PHEV no."
 Volvo S90 PHEV ,,,,1,2,1,6,8,5,"Comportamiento en ciudad, diseño, calidades, confort, asientos, nivel prestacional de primer orden",Lo mejorable empieza cuando se termina la energía eléctrica y se convierte en un coche de gasolina con inclinación a la bebida
 Mercedes Clase E All Terrain ,,,,1,1,1,8,1,7,"Confort de marcha, estética, diseño interior, equipamiento de seguridad","Precio prohibitivo, opciones muy caras, longitud difícil de gestionar en el día a día"
 Range Rover Sport MHEV ,,,,1,2,1,7,1,5,"Precio razonable, diseño, calidades, confort de marcha, capacidades todoterreno reales","Peso excesivo, dinámica mejorable, se acerca peligrosamente al modernísimo Velar"
 Audi A6 PHEV ,,,,1,2,1,4,8,3,,
 Volkswagen Touareg PHEV ,,,,1,1,1,9,8,3,"Imagen, equipamiento, calidad, agrado de conducción","Precio, peso, capacidades off-road"
 Audi RS Q3 ,,,,1,5,1,7,1,4,,
 Volvo XC90 PHEV ,,,,1,1,1,8,8,6,"Amplitud, diseño, confort de marcha, silencio en ciudad, calidad y acabados",El consumo de gasolina te quita las ganas de comprar un híbrido enchufable
 Porsche Taycan eléctrico ,,,,1,7,1,4,10,8,"Prestaciones, tecnología, solidez general",Precio inalcanzable para el común de los mortales
 Jaguar I-Pace eléctrico ,,,,1,5,1,7,10,7,"Silencio de marcha, prestaciones, comportamiento, tacto al volante, amplitud y confort, pensado desde cero como coche eléctrico",El lujo tiene un precio
 Mercedes GLE Coupé ,,,,1,2,1,8,1,4,,
 Alfa Romeo Giulia QV ,,,,1,7,1,5,1,5,"Motor, comportamiento, motor, sensaciones de conducción, motor, tacto de dirección, motor...",Interior muy mejorable
 BMW Serie 8 Gran Coupe ,,,,1,7,1,5,1,7,,
 Mercedes GLS ,,,,1,1,1,7,1,3,,
 Lexus LS ,,"3,7"," «El Lexus LS 600h es la gran alternativa de Lexus a las berlinas de Mercedes, BMW y Audi. Su eficiente sistema híbrido ofrece consumos similares a los de potentes motores diésel de sus rivales, pero sin quedarse atrás en prestaciones gracias a los 445 CV de potencia declarada y su sistema de tracción total.» ",1,2,1,4,7,3,"Confort y silencio de marcha, eficiencia en ciudad, calidad de construcción","Precio elevado, gama mecánica limitada"
 Porsche Panamera ,,,,1,5,1,5,1,8,"Nivel prestacional, exclusividad, estética, tecnología","Peso elevado, consumos, precio"
 Audi RS5 Sportback ,,,,1,7,1,6,1,5,,
 BMW M3 ,,,,1,7,1,5,1,4,"Comportamiento, tacto de dirección, prestaciones, practicidad real","Imagen demasiado personal, algo macarra para ciertos conductores"
 Nissan GT-R ,,"4,1",,1,9,3,1,1,9,"Relación prestaciones/precio, estética atractiva, nivel tecnológico, practicidad real","Interior obsoleto, puesto de conducción muy alto, modelo algo antiguo frente a la competencia"
 Subaru Levorg ,,,,1,1,3,7,2,3,,
 SEAT León ST PHEV ,,,,1,1,4,8,8,3,"Imagen, tecnología, sistema híbrido enchufable muy completo","Peso, tamaño del maletero"
 Peugeot e-2008 eléctrico ,,"3,8",,1,1,1,6,10,3,"Prestaciones, diseño, equipamiento","Precio sin descuentos, ancho en plazas traseras"
 Subaru BRZ ,,"3,8",,1,6,3,1,2,4,"Diversión al volante, estética coupé, puesto de conducción deportivo, pureza del concepto","Calidades interiores, gama muy reducida, escasa practicidad"
 Isuzu D-Max ,,,,1,1,1,1,1,2,"Diseño, equipamiento de serie, dureza y resistencia","Red de concesionarios escasa, baja popularidad por desconocimiento del público"
 Lexus RX ,,"3,9",,1,1,1,8,7,3,"Estética diferenciada, exclusividad, confort y silencio de marcha impresionantes, eficiencia en ciudad","Tacto de conducción aburrido, maletero pequeño, consumo en carretera alto"
 Lexus LC ,,,,1,8,1,1,1,8,,
 Toyota ProAce City Verso ,,,,1,1,5,8,1,1,Sencillez y practicidad también para familias,Calidad de los revestimientos
 Toyota Camry HEV ,,,,1,1,5,6,7,1,"Fiabilidad más que contrastada, espacio a bordo, equipamiento de serie","Imagen insulsa, transmisión con un comportamiento ""especial"""
 Volvo XC40 Recharge eléctrico ,,,,1,1,,,,,,
 Volkswagen Transporter ,,,,1,1,,,,,"Diseño, fiabilidad y robustez, posibilidades de equipamiento","Precio, calidad de rodadura"
 Peugeot e-Expert eléctrico ,,,,1,1,,,,,"Agrado de conducción, etiqueta CERO, autonomía de la versión con mayor capacidad de batería","Precio, tiempo de carga"
 Peugeot 308 GTI ,,,,1,6,5,1,1,3,"Peso muy bajo, agilidad, comportamiento, tacto de conducción, practicidad real","Interior sin mandos ni botones, carrocería bitono para personas con un problema de bipolaridad"
 Toyota GR Yaris ,,,,2,5,5,1,1,2,"Imagen, exclusividad, prestaciones, deportividad","Practicidad, consumo"
 Honda e ,,"3,7",,4,1,1,2,10,5,"Calidad, diseño personal, equipamiento, prestaciones","Autonomía, precio alto, retrovisores por pantalla"
 Cupra Formentor PHEV ,,,,1,1,,,,,,
 Volkswagen ID.3 eléctrico ,,,,1,2,5,5,10,6,"Prestaciones, rango de uso, equipamiento","Precio elevado, tiempo de recarga, acabados pobres"
 Lexus UX300e eléctrico ,,,,1,1,1,1,10,5,"Diseño, calidad, suavidad de conducción","Prestaciones eléctricas, autonomía, precio"
 Toyota Highlander HEV ,,,,1,1,5,1,7,5,"Imagen, equipamiento, espacio interior, mecánica muy fiable y resolutiva","Caja de cambios, consumos a altas velocidades"
 Audi SQ2 ,,,,1,4,1,1,1,4,"Potencia, prestaciones, consumo","Acabados, dinámica peor que la de su equivalente compacto"
 BMW iX3 eléctrico ,,,,1,2,1,7,10,4,"Diseño, equipamiento de serie, autonomía eléctrica","Precio, únicamente con tracción trasera"
 Hyundai NEXO Fuel Cell ,,,,1,1,1,6,10,5,"Tecnología de vanguardia, rapidez de repostaje equivalente a gasolina, uso idéntico a un eléctrico","No hay hidrolineras, por lo tanto no puedes repostar"
 Land Rover Defender 90 PHEV ,,,,1,1,1,1,8,6,"Diseño, etiqueta CERO, capacidad para hacer algunos kilómetros en completo silencio","Peso, consumo cuando la batería eléctrica se agota"
 Audi E-Tron Sportback eléctrico ,,,,1,3,1,8,10,6,,
 Toyota Mirai ,,,,1,1,1,3,10,1,,
 Audi RS4 Avant ,,,,1,7,1,7,1,5,,
 Audi RS5 ,,,,1,7,1,2,1,6,,
 Audi SQ8 ,,,,1,6,1,8,1,6,,
 Lexus LC Cabrio ,,,,1,6,1,1,7,7,,
 Rolls Royce Cullinan ,,,,1,1,1,7,1,7,Estar por encima de todo y de todos,"Lo mismo, estar por encima de todo y de todos"
 Audi RS Q8 ,,,,1,6,1,8,1,6,,
 Aston Martin DBX ,,,,1,6,1,8,1,8,,
 Porsche 911 Speedster ,,,,1,8,1,1,1,8,"Diseño, exclusividad",Unidades limitadas
 Lamborghini Aventador Roadster ,,,,1,10,1,1,1,10,"Diseño, motor V12 atmosférico","Espacio interior, maniobrabilidad"
 Abarth 500C ,,,,8,6,1,1,2,5,"Precio accesible, sonido, diversión al volante, techo descapotable, comportamiento radical","No es cómodo, no es práctico y no tiene mucho sentido"
 DS 9 ,,"3,6",,1,2,1,6,2,3,"Calidad de acabados, motor híbrido PHEV, etiqueta CERO, amplitud","Precios altos, sin opción diésel, red de distribución escasa"
 Opel Combo Life ,,,,1,1,5,9,2,1,"Espacio interior, robustez","Acabados simples, poca tecnología"
 McLaren Super Series ,,,,1,8,1,1,1,9,,
 Hyundai H1 Travel ,,,,1,1,7,1,2,1,"Tamaño, versatilidad, capacidad de transporte",Es más un microbús que un coche
 Rolls-Royce Wraith ,,,,1,3,1,2,1,8,"Calidad, imagen, exclusividad, posibilidades de personalización","Consumo, eficiencia, maniobrabilidad"
 Rolls-Royce Phantom ,,,,1,1,1,5,1,8,"Calidad, suavidad, aislamiento","Precio, un precio sin igual"
 Mercedes Clase G ,,,,1,1,1,9,1,4,"Diseño, interior, capacidades off-road, comodidad","Peso, consumos, precio desmesurado"
 Suzuki Swace SW HEV ,,,,1,1,5,7,7,2,"Fiabilidad mecánica, equipamiento de serie, espacio","Prestaciones, cambio CVT"
 Ford Mondeo HEV ,,,,1,1,5,4,7,2,,
 Ford Ranger ,,,,1,1,1,1,1,2,"Estética atractiva, existencia de la versión Raptor, capacidad de carga","Ausencia de diferencial central, rebotes de la suspensión trasera"
 Abarth 500 ,,,,8,6,1,1,2,5,"Carácter, pureza del concepto, diversión al volante",Todo lo demás es un dolor de muelas
 Subaru Forester HEV ,,,,1,1,1,7,7,2,"Equipamiento, seguridad, tracción total, comodidad","Dinamismo, imagen demasiado convencional"
 DS3 Crossback E-Tense eléctrico ,,,,1,1,1,5,10,3,"Estilo diferenciado, detalles estéticos","Precio muy elevado, espacio interior de utilitario"
 Citroën SpaceTourer ,,"3,1",,1,1,5,10,2,1,"Volumen interior de salón-comedor, durabilidad",Estética y aerodinámica de furgoneta
 Opel Zafira Life ,,,,1,1,5,5,2,1,,
 DS7 Crossback PHEV ,,,,1,1,1,7,8,3,"Equipamiento, relación precio/producto, silencio y confort de marcha, amplitud, prestaciones sobresalientes",El lastre de llevar dos sistemas de propulsión completos
 Peugeot Traveller ,,"3,1",,1,1,5,10,2,1,"Volumen interior bestial, capacidad de maletero, durabilidad","Es una furgoneta, con todas sus consecuencias en comportamiento, aerodinámica y ecos interiores"
 Suzuki Across PHEV ,,,,1,1,2,6,8,2,,
 Alpine A110 ,,"4,6",,1,6,1,1,1,7,"Estética, exclusividad, carisma",Probablemente no tan bien construido como un Audi TT
 Volkswagen Arteon Shooting Brake ,,,,1,1,1,7,2,5,,
 Jaguar XE ,,,,1,3,1,3,2,5,,
 Mercedes GLC PHEV ,,,,1,1,1,7,8,6,"Silencio de marcha, comportamiento en ciudad, etiqueta CERO","Como todo híbrido enchufable, sólo tiene sentido si vas en eléctrico de lunes a viernes y el fin de semana viajas con bastante presupuesto para gasolina"
 Peugeot 508 PSE ,,,,1,5,3,6,8,5,,
 Mercedes-AMG GLA ,,,,1,5,4,6,2,4,,
 Ford Explorer PHEV ,,,,1,1,6,1,8,3,,
 Peugeot 508 SW PSE ,,,,1,4,5,7,8,4,,
 Mercedes EQV eléctrico ,,,,1,1,1,9,10,5,,
 BMW Serie 7 PHEV ,,,,1,3,1,5,8,4,"Silencio de marcha, confort general, comportamiento en tráfico lento, equipamiento, seguridad",¿Quién se lo puede permitir?
 BMW M8 Cabrio ,,,,1,8,1,1,1,7,,
 Mercedes GLE PHEV ,,,,1,1,1,6,8,5,"Imagen, rendimiento del conjunto mecánico, autonomía eléctrica","Precio, peso"
 BMW Serie 8 Cabrio ,,,,1,8,1,1,1,8,,
 Bentley Continental GT ,,"4,0",,1,7,1,1,1,8,"Exclusividad, estética única, confort de marcha","Penúltima tecnología, comportamiento en curva digno de un barco de mercancías, peso excesivo, precio desorbitado"
 Bentley Continental GTC ,,"4,0",,1,7,1,1,1,8,"Estética, exclusividad, confort general","Peso excesivo, tendencia pertinaz a seguir en línea recta en curvas, precio muy elevado"
 Aston Martin DB11 Volante ,,,,1,8,1,1,1,10,"Diseño, interior, materiales","Detalles de acabado, mandos heredados de Mercedes"
 Rolls-Royce Ghost ,,,,1,2,1,5,1,8,"Diseño, equipamiento, calidad","Tamaño, precio desmedido"
 Bentley Mulsanne ,,"4,0",,1,3,1,5,1,8,"Empaque, estética única, confort y silencio de marcha, exclusividad","Peso excesivo, precio desorbitado, consumo estratosférico"
 Ferrari GTC4 Lusso ,,,,1,9,1,1,1,9,"Practicidad real, prestaciones, sonido del motor, comportamiento, exclusividad",Precio inasumible
 Smart EQ ForTwo eléctrico ,,,,10,1,1,1,10,8,"Facilidad de aparcamiento, conducción urbana, economía de mantenimiento",Precio elevado para un biplaza eléctrico
 SsangYong Tívoli ,,"3,2",,1,1,5,6,2,3,"Amplitud, equipamiento completo, maletero, motor diésel","Estética muy personal, aspecto de algunos plásticos"
 Smart EQ ForFour eléctrico ,,,,8,1,1,2,10,8,"Facilidad de conducción, agilidad entre tráfico, silencio, diseño",Autonomía muy baja para los estándares actuales
 Nissan NP300 Navara ,,,,1,1,1,1,1,2,"Precio razonable, dureza general, interior logrado","Ausencia de diferencial central, sobriedad"
 Fiat Tipo Cross ,,,,1,1,7,6,2,3,"Diseño agradable, mejora en calidades, motores solventes, precio","Sin ningún tipo de electrificación, tecnología de confort y seguridad algo desfasada"
 MINI Clubman ,,"3,6",,1,2,1,5,2,5,"Exclusividad, diseño en general, tacto de conducción, gama de motores","Precio elevado, maletero justo, puertas posteriores poco prácticas"
 Renault Twingo eléctrico ,,,,8,1,5,3,10,4,,
 Suzuki Vitara MHEV ,,"3,3",,1,1,5,5,2,2,"Gama amplia, con opción de tracción total, cambio automático e incluso de doble embrague. Bien equipado, amplio, con buenas aptitudes camperas","Presentación y calidad de algunos plásticos, niveles de equipamiento cerrados, precios por encima de la media"
 Honda Jazz HEV ,,,,3,1,1,4,7,2,,
 Mitsubishi L200 ,,,,1,1,1,1,1,2,"Diferencial central, diseño atractivo, medidas más compactas que la media del segmento",Pérdidas de tracción al circular en 4x2 sin carga
 Kia ProCeed ,,,,1,3,5,7,2,3,,
 Subaru Impreza ,,"3,2",,1,2,4,5,2,2,"Tracción total, equipo de serie, confort, comportamiento, nivel de seguridad extraordinario","Solo gasolina, solo automático, equipamiento cerrado"
 Renault Koleos ,,"3,0",,1,1,1,8,2,2,"Espacio interior, precio ajustado, equipo completo","Detalles de calidad mejorables, se da de bruces con su hermano el Espace... y pierde"
 Kia ProCeed MHEV ,,,,1,3,5,6,6,4,"Diseño muy atractivo, dinámica de conducción agradable","Materiales en las plazas traseras, visibilidad, maletero algo escaso"
 Ford Mondeo Sportbreak HEV ,,,,1,1,4,7,7,2,,
 Renault Mégane RS ,,"4,0",,1,6,5,5,2,3,"Motor brillante, prestaciones, cambio manual o EDC, equipo completo, comportamiento","Solo con carrocería de cinco puertas, precio sin promociones, aspecto de algunos plásticos"
 Kia Ceed GT ,,,,1,6,5,5,1,3,"Estética discreta, equipamiento de serie muy amplio, motor muy refinado","Chasis algo blando, falta de sensaciones al volante para tratarse de la versión más deportiva"
 Smart EQ Fortwo Cabrio eléctrico ,,,,10,1,3,1,5,4,"Estética demoledora, practicidad real, radio de giro ridículo, consumos, posibilidades de aparcamiento, diversión al volante",Precio elevado para un biplaza
 Subaru Outback ,,,,1,1,3,8,2,3,"Capacidad de tracción 4x4 permanente, espacio interior, maletero, calidad de construcción, niveles de seguridad","Diseño controvertido, cambio automático Lineartronic como única opción"
 Toyota Hilux ,,"3,6",,1,1,1,1,1,2,"Es un Hilux, no se rompe","Comportamiento sensible a la carga, precio elevado, estética poco conseguida"
 SEAT Tarraco PHEV ,,,,1,1,5,10,8,3,"Imagen, espacio a bordo, potencia, equipamiento","Calidad de algunos materiales, peso elevado, dinamismo comprometido respecto a las versiones térmicas"
 MINI JCW ,,,,5,6,1,1,1,7,"Comportamiento, tacto de dirección, motor, prestaciones, diseño y calidades, estilo general",Su precio lo sitúa en la categoría del Golf GTI y su tamaño en la categoría del Fiesta ST. Todo no se puede.
 Ford Puma ST ,,,,1,5,5,6,2,6,"Diseño, prestaciones, dinámica de conducción","Espacio interior, comodidad"
 Nissan 370Z ,,,,1,6,3,1,1,6,"Precio, motor V6, postura de conducción, tracción trasera, autenticidad","Interior obsoleto, plásticos muy mejorables, biplaza estricto, diseño algo desfasado"
 MINI Cabrio JCW ,,,,4,5,1,1,2,7,"Estética, comportamiento, motor, sonido, tacto de conducción","Más caro y más pesado que el 3 puertas, tal vez es demasiado sacrificio"
